time_s,initial_mol,cumulative_inlet_mol,blood_free_mol,endothelium_free_mol,interstitium_free_mol,receptor_bound_mol,internalized_mol,cleared_or_degraded_mol,cumulative_outlet_mol,occupancy_fraction,applied_feedback_multiplier,scheduled_feedback_multiplier,balance_error_mol
4260,1.1363371054780858e-17,0,1.0105652810758962e-18,3.8756409204005254e-18,6.0314364652453485e-18,7.9872259921878936e-21,1.3805884044598328e-20,1.440740754844241e-19,2.7986120253786946e-19,0.9816367185078807,0.75462737745531117,0.75459082037302982,6.1629758220391547e-33
4320,1.1363371054780858e-17,0,9.9546760543308393e-19,3.838550651261031e-18,6.0784559750191991e-18,7.9883689527323914e-21,1.3945095106476569e-20,1.4789858462584676e-19,2.8106477438248178e-19,0.98177718930955604,0.75459082037302982,0.75455570267261096,7.7037197775489434e-33
4380,1.1363371054780858e-17,0,9.8083837151279661e-19,3.8021245947205892e-18,6.1243327949713513e-18,7.9894673331838051e-21,1.4082444318082706e-20,1.5175286977382833e-19,2.8225051215101666e-19,0.981912181180708,0.75455570267261096,0.75452195470482297,9.2444637330587321e-33
4440,1.1363371054780858e-17,0,9.6665748818981988e-19,3.7663602625374996e-18,6.1690896329775073e-18,7.9905232615138364e-21,1.4217955407842647e-20,1.556362266077592e-19,2.8341896579890477e-19,0.98204195565082875,0.75452195470482297,0.75448951108729279,1.2325951644078309e-32
4500,1.1363371054780858e-17,0,9.5290602258578655e-19,3.7312542479177569e-18,6.2127489671114552e-18,7.9915387371293804e-21,1.4351651863789216e-20,1.5954796468956643e-19,2.8457066187536513e-19,0.98216675844868906,0.75448951108729279,0.75445831038782774,9.2444637330587321e-33
4560,1.1363371054780858e-17,0,9.3956612118382968e-19,3.6968023204400059e-18,6.2553330284023701e-18,7.9925156402857492e-21,1.4483556931767657e-20,1.6348740731721633e-19,2.8570610486537232e-19,0.98228682065923068,0.75445831038782774,0.75442829483519236,1.0785207688568521e-32
4620,1.1363371054780858e-17,0,9.2662093668505702e-19,3.6629995132355059e-18,6.2968637856966065e-18,7.9934557406946998e-21,1.4613693614035864e-20,1.6745389136849122e-19,2.8682577844045284e-19,0.98240235978150081,0.75442829483519236,0.75439941005462474,1.3866695599588098e-32
4680,1.1363371054780858e-17,0,9.1405456017938032e-19,3.6298402030196204e-18,6.3373629324470275e-18,7.9943607054056301e-21,1.4742084668222441e-20,1.7144676713625241e-19,2.8793014662493798e-19,0.98251358069725703,0.75439941005462474,0.75437160482568577,1.3866695599588098e-32
4740,1.1363371054780858e-17,0,9.0185195823530043e-19,3.5973181835262391e-18,6.3768518752665554e-18,7.9952321060299707e-21,1.48687526066094e-20,1.7546539815630246e-19,2.8901965488381054e-19,0.98262067655885155,0.75437160482568577,0.75434483086028714,9.2444637330587321e-33
4800,1.1363371054780858e-17,0,8.8999891454286414e-19,3.5654267328548385e-18,6.4153517240953731e-18,7.9960714253711039e-21,1.4993719695709258e-20,1.7950916102886329e-19,2.9009473113782776e-19,0.98272382960405347,0.75434483086028714,0.75431904259898663,9.2444637330587321e-33
